match_id,season_id,match_date,venue,city,team1,team2,toss_winner,toss_decision,match_winner,win_by_runs,win_by_wickets,result,player_name
287878,2007,2007-09-22,Kingsmead,Durban,Australia,India,India,bat,India,15,0,normal,Yuvraj Singh
287879,2007,2007-09-24,New Wanderers Stadium,Johannesburg,India,Pakistan,India,bat,India,5,0,normal,IK Pathan
291343,2007,2007-12-11,Western Australia Cricket Association Ground,Perth,Australia,New Zealand,Australia,bat,Australia,54,0,normal,A Symonds
291356,2008,2008-02-01,Melbourne Cricket Ground,Unknown,Australia,India,India,bat,Australia,0,9,normal,MJ Clarke
296903,2008,2008-06-13,Old Trafford,Manchester,England,New Zealand,England,field,England,0,9,normal,IR Bell
297800,2007,2007-10-20,Brabourne Stadium,Mumbai,India,Australia,Australia,bat,India,0,7,normal,G Gambhir
298795,2007,2007-11-23,New Wanderers Stadium,Johannesburg,South Africa,New Zealand,South Africa,field,South Africa,0,3,normal,AB de Villiers
298804,2008,2008-01-18,New Wanderers Stadium,Johannesburg,South Africa,West Indies,South Africa,field,South Africa,0,4,normal,SM Pollock
300435,2008,2008-02-05,Eden Park,Auckland,New Zealand,England,New Zealand,field,England,32,0,normal,AD Mascarenhas
300436,2008,2008-02-07,Jade Stadium,Christchurch,New Zealand,England,England,bat,England,50,0,normal,PD Collingwood
306987,2007,2007-09-01,Gymkhana Club Ground,Nairobi,Kenya,Bangladesh,Bangladesh,field,Bangladesh,0,5,normal,Nazimuddin
306989,2007,2007-09-02,Gymkhana Club Ground,Nairobi,Bangladesh,Pakistan,Bangladesh,field,Pakistan,30,0,normal,Imran Nazir
306991,2007,2007-09-04,Gymkhana Club Ground,Nairobi,Kenya,Pakistan,Kenya,bat,Pakistan,0,8,normal,Younis Khan
319112,2007,2007-12-16,St George's Park,Port Elizabeth,South Africa,West Indies,West Indies,field,West Indies,0,5,normal,JE Taylor
319142,2008,2008-06-20,"Kensington Oval, Bridgetown",Barbados,West Indies,Australia,West Indies,field,West Indies,0,7,normal,XM Marshall
343764,2008,2008-04-20,National Stadium,Karachi,Pakistan,Bangladesh,Pakistan,bat,Pakistan,102,0,normal,Misbah-ul-Haq
350050,2009,2009-08-30,Old Trafford,Manchester,England,Australia,England,field,,0,0,no result,
350347,2008,2008-11-05,New Wanderers Stadium,Johannesburg,South Africa,Bangladesh,Bangladesh,field,South Africa,12,0,normal,Abdur Razzak
350475,2009,2009-03-27,New Wanderers Stadium,Johannesburg,South Africa,Australia,South Africa,field,South Africa,0,4,normal,DJ Hussey
350476,2009,2009-03-29,SuperSport Park,Centurion,South Africa,Australia,Australia,field,South Africa,17,0,normal,RE van der Merwe
351694,2009,2009-01-11,Melbourne Cricket Ground,Unknown,Australia,South Africa,Australia,bat,Australia,52,0,normal,DA Warner
351695,2009,2009-01-13,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,South Africa,South Africa,bat,Australia,0,6,normal,MEK Hussey
351696,2009,2009-02-15,Sydney Cricket Ground,Unknown,Australia,New Zealand,Australia,bat,Australia,1,0,normal,NW Bracken
352674,2009,2009-03-15,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,England,West Indies,field,West Indies,0,6,normal,RR Sarwan
354456,2008,2008-08-03,"Civil Service Cricket Club, Stormont",Belfast,Bermuda,Scotland,Scotland,field,Scotland,0,8,normal,JD Nel
355988,2009,2009-06-18,Trent Bridge,Nottingham,India,New Zealand,New Zealand,bat,New Zealand,52,0,normal,AL Watkins
355989,2009,2009-06-19,Kennington Oval,London,England,Australia,England,field,England,0,8,normal,SC Taylor
355991,2009,2009-06-05,Lord's,London,England,Netherlands,Netherlands,field,Netherlands,0,4,normal,TN de Grooth
355992,2009,2009-06-06,Kennington Oval,London,New Zealand,Scotland,New Zealand,field,New Zealand,0,7,normal,IG Butler
355993,2009,2009-06-06,Kennington Oval,London,Australia,West Indies,Australia,bat,West Indies,0,7,normal,CH Gayle
355994,2009,2009-06-06,Trent Bridge,Nottingham,Bangladesh,India,India,bat,India,25,0,normal,PP Ojha
355995,2009,2009-06-07,Kennington Oval,London,Scotland,South Africa,Scotland,field,South Africa,130,0,normal,AB de Villiers
355996,2009,2009-06-07,Kennington Oval,London,England,Pakistan,Pakistan,field,England,48,0,normal,LJ Wright
355997,2009,2009-06-08,Trent Bridge,Nottingham,Bangladesh,Ireland,Ireland,field,Ireland,0,6,normal,NJ O'Brien
355998,2009,2009-06-08,Trent Bridge,Nottingham,Australia,Sri Lanka,Sri Lanka,field,Sri Lanka,0,6,normal,KC Sangakkara
355999,2009,2009-06-09,Lord's,London,Netherlands,Pakistan,Pakistan,bat,Pakistan,82,0,normal,Kamran Akmal
356000,2009,2009-06-09,Lord's,London,New Zealand,South Africa,New Zealand,field,South Africa,1,0,normal,RE van der Merwe
356001,2009,2009-06-10,Trent Bridge,Nottingham,India,Ireland,India,field,India,0,8,normal,Z Khan
356002,2009,2009-06-10,Trent Bridge,Nottingham,Sri Lanka,West Indies,West Indies,field,Sri Lanka,15,0,normal,ST Jayasuriya
356003,2009,2009-06-11,Trent Bridge,Nottingham,Ireland,New Zealand,Ireland,field,New Zealand,83,0,normal,AJ Redmond
356004,2009,2009-06-11,Trent Bridge,Nottingham,England,South Africa,England,bat,South Africa,0,7,normal,JH Kallis
356005,2009,2009-06-12,Lord's,London,Pakistan,Sri Lanka,Sri Lanka,bat,Sri Lanka,19,0,normal,TM Dilshan
356006,2009,2009-06-12,Lord's,London,India,West Indies,India,bat,West Indies,0,7,normal,DJ Bravo
356007,2009,2009-06-13,Kennington Oval,London,South Africa,West Indies,West Indies,field,South Africa,20,0,normal,WD Parnell
356008,2009,2009-06-13,Kennington Oval,London,New Zealand,Pakistan,New Zealand,bat,Pakistan,0,6,normal,Umar Gul
356009,2009,2009-06-14,Lord's,London,Ireland,Sri Lanka,Sri Lanka,bat,Sri Lanka,9,0,normal,DPMD Jayawardene
356010,2009,2009-06-14,Lord's,London,England,India,India,field,England,3,0,normal,RJ Sidebottom
356011,2009,2009-06-15,Kennington Oval,London,England,West Indies,England,bat,West Indies,0,5,normal,RR Sarwan
356012,2009,2009-06-15,Kennington Oval,London,Ireland,Pakistan,Pakistan,bat,Pakistan,39,0,normal,Kamran Akmal
356013,2009,2009-06-16,Trent Bridge,Nottingham,New Zealand,Sri Lanka,Sri Lanka,bat,Sri Lanka,48,0,normal,BAW Mendis
356014,2009,2009-06-16,Trent Bridge,Nottingham,India,South Africa,South Africa,bat,South Africa,12,0,normal,AB de Villiers
356015,2009,2009-06-18,Trent Bridge,Nottingham,Pakistan,South Africa,Pakistan,bat,Pakistan,7,0,normal,Shahid Afridi
356016,2009,2009-06-19,Kennington Oval,London,Sri Lanka,West Indies,West Indies,field,Sri Lanka,57,0,normal,TM Dilshan
356017,2009,2009-06-21,Lord's,London,Pakistan,Sri Lanka,Sri Lanka,bat,Pakistan,0,8,normal,Shahid Afridi
361530,2008,2008-08-04,"Civil Service Cricket Club, Stormont",Belfast,Ireland,Kenya,Ireland,field,Ireland,0,4,normal,AC Botha
361531,2008,2008-08-04,"Civil Service Cricket Club, Stormont",Belfast,Netherlands,Scotland,Netherlands,field,Netherlands,0,5,normal,RN ten Doeschate
361656,2008,2008-10-11,Maple Leaf North-West Ground,King City,Pakistan,Sri Lanka,Pakistan,field,Pakistan,0,3,normal,Shoaib Malik
361660,2008,2008-10-13,Maple Leaf North-West Ground,King City,Pakistan,Sri Lanka,Sri Lanka,field,Sri Lanka,0,5,normal,ST Jayasuriya
366622,2009,2009-02-27,Westpac Stadium,Wellington,New Zealand,India,New Zealand,field,New Zealand,0,5,normal,BB McCullum
366707,2008,2008-12-26,"Eden Park, Auckland",Auckland,New Zealand,West Indies,New Zealand,bat,,0,0,tie,CH Gayle
366708,2008,2008-12-28,Seddon Park,Hamilton,New Zealand,West Indies,New Zealand,bat,New Zealand,36,0,normal,JD Ryder
386494,2009,2009-02-25,AMI Stadium,Christchurch,New Zealand,India,New Zealand,field,New Zealand,0,7,normal,BB McCullum
386535,2009,2009-02-10,R Premadasa Stadium,Colombo,Sri Lanka,India,Sri Lanka,bat,India,0,3,normal,YK Pathan
387563,2009,2009-11-13,New Wanderers Stadium,Johannesburg,South Africa,England,South Africa,field,England,1,0,normal,EJG Morgan
387564,2009,2009-11-15,SuperSport Park,Centurion,South Africa,England,South Africa,bat,South Africa,84,0,normal,LE Bosman
391794,2009,2009-06-25,County Ground,Derby,England,Australia,Australia,bat,Australia,34,0,normal,S Nitschke
392615,2009,2009-05-07,Dubai International Cricket Stadium,Unknown,Australia,Pakistan,Pakistan,field,Pakistan,0,7,normal,Shahid Afridi
401076,2009,2009-08-02,"Warner Park, Basseterre",St Kitts,West Indies,Bangladesh,Bangladesh,bat,West Indies,0,5,normal,DJG Sammy
403375,2009,2009-08-12,R Premadasa Stadium,Colombo,Sri Lanka,Pakistan,Pakistan,bat,Pakistan,52,0,normal,Shahid Afridi
403385,2009,2009-09-02,R Premadasa Stadium,Colombo,Sri Lanka,New Zealand,New Zealand,bat,New Zealand,3,0,normal,DL Vettori
403386,2009,2009-09-04,R Premadasa Stadium,Colombo,Sri Lanka,New Zealand,New Zealand,bat,New Zealand,22,0,normal,JD Ryder
406197,2010,2010-02-21,Bellerive Oval,Hobart,Australia,West Indies,Australia,bat,Australia,38,0,normal,SW Tait
406198,2010,2010-02-23,Sydney Cricket Ground,Unknown,Australia,West Indies,West Indies,bat,Australia,0,8,normal,DA Warner
406207,2010,2010-02-05,Melbourne Cricket Ground,Unknown,Australia,Pakistan,Australia,bat,Australia,2,0,normal,SW Tait
412677,2010,2010-04-30,Providence Stadium,Guyana,West Indies,Ireland,West Indies,bat,West Indies,70,0,normal,DJG Sammy
412678,2010,2010-04-30,Providence Stadium,Guyana,New Zealand,Sri Lanka,Sri Lanka,bat,New Zealand,0,2,normal,NL McCullum
412680,2010,2010-05-01,"Beausejour Stadium, Gros Islet",St Lucia,Bangladesh,Pakistan,Pakistan,bat,Pakistan,21,0,normal,Salman Butt
412681,2010,2010-05-04,Providence Stadium,Guyana,England,Ireland,Ireland,field,,0,0,no result,
412682,2010,2010-05-02,"Beausejour Stadium, Gros Islet",St Lucia,India,South Africa,South Africa,field,India,14,0,normal,SK Raina
412683,2010,2010-05-02,"Beausejour Stadium, Gros Islet",St Lucia,Australia,Pakistan,Australia,bat,Australia,34,0,normal,SR Watson
412684,2010,2010-05-04,Providence Stadium,Guyana,New Zealand,Zimbabwe,New Zealand,field,New Zealand,7,0,normal,NL McCullum
412685,2010,2010-05-03,Providence Stadium,Guyana,West Indies,England,West Indies,field,West Indies,0,8,normal,DJG Sammy
412686,2010,2010-05-03,Providence Stadium,Guyana,Sri Lanka,Zimbabwe,Sri Lanka,bat,Sri Lanka,14,0,normal,DPMD Jayawardene
412688,2010,2010-05-05,"Kensington Oval, Bridgetown",Barbados,Australia,Bangladesh,Australia,bat,Australia,27,0,normal,MEK Hussey
412689,2010,2010-05-06,"Kensington Oval, Bridgetown",Barbados,England,Pakistan,England,field,England,0,6,normal,KP Pietersen
412690,2010,2010-05-06,"Kensington Oval, Bridgetown",Barbados,New Zealand,South Africa,South Africa,bat,South Africa,13,0,normal,JA Morkel
412691,2010,2010-05-07,"Kensington Oval, Bridgetown",Barbados,Australia,India,India,field,Australia,49,0,normal,DA Warner
412692,2010,2010-05-07,"Kensington Oval, Bridgetown",Barbados,West Indies,Sri Lanka,Sri Lanka,bat,Sri Lanka,57,0,normal,DPMD Jayawardene
412693,2010,2010-05-08,"Kensington Oval, Bridgetown",Barbados,New Zealand,Pakistan,Pakistan,field,New Zealand,1,0,normal,IG Butler
412694,2010,2010-05-08,"Kensington Oval, Bridgetown",Barbados,England,South Africa,England,bat,England,39,0,normal,KP Pietersen
412695,2010,2010-05-09,"Kensington Oval, Bridgetown",Barbados,West Indies,India,India,field,West Indies,14,0,normal,CH Gayle
412696,2010,2010-05-09,"Kensington Oval, Bridgetown",Barbados,Australia,Sri Lanka,Australia,bat,Australia,81,0,normal,CL White
412697,2010,2010-05-10,"Beausejour Stadium, Gros Islet",St Lucia,Pakistan,South Africa,Pakistan,bat,Pakistan,11,0,normal,Umar Akmal
412698,2010,2010-05-10,"Beausejour Stadium, Gros Islet",St Lucia,England,New Zealand,New Zealand,bat,England,0,3,normal,TT Bresnan
412699,2010,2010-05-11,"Beausejour Stadium, Gros Islet",St Lucia,India,Sri Lanka,India,bat,Sri Lanka,0,5,normal,AD Mathews
412700,2010,2010-05-11,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,Australia,West Indies,bat,Australia,0,6,normal,SPD Smith
412701,2010,2010-05-13,"Beausejour Stadium, Gros Islet",St Lucia,England,Sri Lanka,Sri Lanka,bat,England,0,7,normal,SCJ Broad
412702,2010,2010-05-14,"Beausejour Stadium, Gros Islet",St Lucia,Australia,Pakistan,Australia,field,Australia,0,3,normal,MEK Hussey
412703,2010,2010-05-16,"Kensington Oval, Bridgetown",Barbados,Australia,England,England,field,England,0,7,normal,C Kieswetter
412716,2010,2010-05-13,"Beausejour Stadium, Gros Islet",St Lucia,Australia,India,India,bat,Australia,0,7,normal,AJ Blackwell
412717,2010,2010-05-14,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,New Zealand,West Indies,field,New Zealand,56,0,normal,SJ McGlashan
412718,2010,2010-05-16,"Kensington Oval, Bridgetown",Barbados,Australia,New Zealand,Australia,bat,Australia,3,0,normal,EA Perry
423391,2009,2009-10-28,Boland Bank Park,Paarl,South Africa,West Indies,South Africa,field,West Indies,2,0,normal,DJS Dottin
423782,2010,2010-02-03,Seddon Park,Hamilton,New Zealand,Bangladesh,Bangladesh,bat,New Zealand,0,10,normal,DL Vettori
423787,2010,2010-02-26,Westpac Stadium,Wellington,New Zealand,Australia,New Zealand,bat,Australia,0,6,normal,MG Johnson
423788,2010,2010-02-28,AMI Stadium,Christchurch,New Zealand,Australia,New Zealand,bat,,0,0,tie,BB McCullum
426392,2010,2010-07-05,Edgbaston,Birmingham,Australia,Pakistan,Pakistan,bat,Pakistan,23,0,normal,Umar Akmal
426393,2010,2010-07-06,Edgbaston,Birmingham,Australia,Pakistan,Pakistan,bat,Pakistan,11,0,normal,Mohammad Amir
426417,2010,2010-09-05,Sophia Gardens,Cardiff,England,Pakistan,England,field,England,0,5,normal,MH Yardy
426418,2010,2010-09-07,Sophia Gardens,Cardiff,England,Pakistan,Pakistan,bat,England,0,6,normal,TT Bresnan
426723,2009,2009-11-12,Dubai International Cricket Stadium,Unknown,New Zealand,Pakistan,New Zealand,field,Pakistan,49,0,normal,Imran Nazir
426724,2009,2009-11-13,Dubai International Cricket Stadium,Unknown,New Zealand,Pakistan,Pakistan,bat,Pakistan,7,0,normal,Umar Akmal
430884,2009,2009-12-09,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,India,Sri Lanka,India,field,Sri Lanka,29,0,normal,KC Sangakkara
430885,2009,2009-12-12,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Sri Lanka,Sri Lanka,bat,India,0,6,normal,Yuvraj Singh
439139,2010,2010-02-28,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,Zimbabwe,Zimbabwe,bat,Zimbabwe,26,0,normal,AG Cremer
439146,2010,2010-05-19,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,South Africa,West Indies,field,South Africa,13,0,normal,R McLaren
439497,2010,2010-02-09,Dubai International Cricket Stadium,Unknown,Canada,Netherlands,Canada,bat,Netherlands,0,6,normal,B Zuiderent
439499,2010,2010-02-10,Dubai International Cricket Stadium,Unknown,Canada,Kenya,Kenya,field,Kenya,0,9,normal,AA Obanda
439505,2010,2010-02-11,Dubai International Cricket Stadium,Unknown,Ireland,Scotland,Ireland,bat,Ireland,37,0,normal,DT Johnston
439510,2010,2010-02-13,Dubai International Cricket Stadium,Unknown,Ireland,Netherlands,Ireland,bat,Ireland,65,0,normal,AR Cusack
440945,2010,2010-02-19,Dubai International Cricket Stadium,Unknown,England,Pakistan,Pakistan,bat,England,0,7,normal,EJG Morgan
440946,2010,2010-02-20,Dubai International Cricket Stadium,Unknown,England,Pakistan,Pakistan,field,Pakistan,0,4,normal,Abdul Razzaq
446956,2010,2010-10-31,Western Australia Cricket Association Ground,Perth,Australia,Sri Lanka,Australia,bat,Sri Lanka,0,7,normal,S Randiv
446960,2011,2011-01-12,Adelaide Oval,Unknown,Australia,England,Australia,bat,England,0,1,normal,SR Watson
446961,2011,2011-01-14,Melbourne Cricket Ground,Unknown,Australia,England,Australia,bat,Australia,4,0,normal,AJ Finch
447539,2010,2010-05-20,"Sir Vivian Richards Stadium, North Sound",Antigua,West Indies,South Africa,West Indies,field,South Africa,1,0,normal,J Botha
452153,2010,2010-06-12,Harare Sports Club,Unknown,Zimbabwe,India,India,field,India,0,6,normal,YK Pathan
452154,2010,2010-06-13,Harare Sports Club,Unknown,Zimbabwe,India,India,field,India,0,7,normal,SK Raina
456991,2010,2010-05-22,Central Broward Regional Park Stadium Turf Ground,Lauderhill,New Zealand,Sri Lanka,New Zealand,bat,New Zealand,28,0,normal,SB Styris
456992,2010,2010-05-23,Central Broward Regional Park Stadium Turf Ground,Lauderhill,New Zealand,Sri Lanka,New Zealand,bat,Sri Lanka,0,7,normal,KMDN Kulasekara
461565,2010,2010-10-27,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,South Africa,Pakistan,bat,South Africa,0,6,normal,J Theron
463141,2010,2010-10-08,OUTsurance Oval,Bloemfontein,South Africa,Zimbabwe,Zimbabwe,bat,South Africa,0,7,normal,GC Smith
463142,2010,2010-10-10,De Beers Diamond Oval,Kimberley,South Africa,Zimbabwe,South Africa,bat,South Africa,8,0,normal,JP Duminy
463149,2011,2011-01-09,Moses Mabhida Stadium,Durban,South Africa,India,India,bat,India,21,0,normal,RG Sharma
473918,2010,2010-12-26,Eden Park,Auckland,New Zealand,Pakistan,New Zealand,field,New Zealand,0,5,normal,TG Southee
473919,2010,2010-12-28,Seddon Park,Hamilton,New Zealand,Pakistan,Pakistan,field,New Zealand,39,0,normal,NL McCullum
473920,2010,2010-12-30,AMI Stadium,Christchurch,New Zealand,Pakistan,Pakistan,bat,Pakistan,103,0,normal,Abdul Razzaq
474466,2011,2011-06-25,County Ground,Bristol,England,Sri Lanka,Sri Lanka,field,Sri Lanka,0,9,normal,DPMD Jayawardene
474476,2011,2011-08-31,Old Trafford,Manchester,England,India,India,bat,England,0,6,normal,JW Dernbach
476947,2010,2010-12-30,Saxton Oval,Nelson,New Zealand,Australia,New Zealand,bat,Australia,0,4,normal,SJ Coyte
478279,2010,2010-10-26,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,South Africa,Pakistan,bat,South Africa,0,6,normal,JP Duminy
489212,2011,2011-04-21,"Beausejour Stadium, Gros Islet",St Lucia,West Indies,Pakistan,West Indies,bat,West Indies,7,0,normal,D Bishoo
489220,2011,2011-06-04,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,India,West Indies,field,India,16,0,normal,S Badrinath
492547,2011,2011-06-26,County Ground,Taunton,England,India,England,bat,England,46,0,normal,SC Taylor
514023,2011,2011-10-13,Newlands,Cape Town,South Africa,Australia,South Africa,bat,Australia,0,5,normal,SR Watson
514024,2011,2011-10-16,New Wanderers Stadium,Johannesburg,South Africa,Australia,Australia,bat,South Africa,0,3,normal,J Theron
516204,2011,2011-08-06,Pallekele International Cricket Stadium,Unknown,Sri Lanka,Australia,Australia,field,Sri Lanka,35,0,normal,TM Dilshan
516205,2011,2011-08-08,Pallekele International Cricket Stadium,Unknown,Sri Lanka,Australia,Sri Lanka,bat,Sri Lanka,8,0,normal,BAW Mendis
518954,2012,2012-02-01,Stadium Australia,Sydney,Australia,India,India,field,Australia,31,0,normal,MS Wade
518955,2012,2012-02-03,Melbourne Cricket Ground,Unknown,Australia,India,Australia,bat,India,0,8,normal,RA Jadeja
520595,2012,2012-02-11,Eden Park,Auckland,New Zealand,Zimbabwe,Zimbabwe,bat,New Zealand,0,7,normal,MJ Guptill
520596,2012,2012-02-14,Seddon Park,Hamilton,New Zealand,Zimbabwe,Zimbabwe,bat,New Zealand,0,5,normal,JEC Franklin
520597,2012,2012-02-17,Westpac Stadium,Wellington,New Zealand,South Africa,New Zealand,field,New Zealand,0,6,normal,MJ Guptill
520598,2012,2012-02-19,Seddon Park,Hamilton,New Zealand,South Africa,South Africa,field,South Africa,0,8,normal,RE Levi
520599,2012,2012-02-22,Eden Park,Auckland,New Zealand,South Africa,New Zealand,field,South Africa,3,0,normal,J Botha
521217,2011,2011-10-29,Eden Gardens,Kolkata,India,England,India,bat,England,0,6,normal,KP Pietersen
523735,2011,2011-09-16,Harare Sports Club,Unknown,Zimbabwe,Pakistan,Zimbabwe,field,Pakistan,85,0,normal,Mohammad Hafeez
523736,2011,2011-09-18,Harare Sports Club,Unknown,Zimbabwe,Pakistan,Pakistan,bat,Pakistan,5,0,normal,Mohammad Hafeez
525816,2011,2011-09-23,Kennington Oval,London,England,West Indies,England,field,England,0,10,normal,RS Bopara
525817,2011,2011-09-25,Kennington Oval,London,England,West Indies,England,field,West Indies,25,0,normal,GE Mathurin
527012,2011,2011-10-15,Harare Sports Club,Unknown,Zimbabwe,New Zealand,New Zealand,field,New Zealand,0,10,normal,BB McCullum
527013,2011,2011-10-17,Harare Sports Club,Unknown,Zimbabwe,New Zealand,Zimbabwe,field,New Zealand,34,0,normal,MJ Guptill
527683,2011,2011-10-29,Senwes Park,Potchefstroom,South Africa,England,South Africa,bat,,0,0,no result,
527688,2012,2012-02-17,Westpac Stadium,Wellington,New Zealand,England,England,field,England,0,6,normal,A Shrubsole
527689,2012,2012-02-19,Seddon Park,Hamilton,New Zealand,England,New Zealand,field,England,48,0,normal,LA Marsh
527690,2012,2012-02-22,Eden Park,Auckland,New Zealand,England,New Zealand,field,England,10,0,normal,JL Gunn
530432,2011,2011-11-25,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,Sri Lanka,Sri Lanka,bat,Pakistan,0,5,normal,Aizaz Cheema
531635,2012,2012-02-23,Dubai International Cricket Stadium,Unknown,England,Pakistan,England,field,Pakistan,8,0,normal,Umar Gul
531636,2012,2012-02-25,Dubai International Cricket Stadium,Unknown,England,Pakistan,England,bat,England,38,0,normal,JM Bairstow
531637,2012,2012-02-27,Sheikh Zayed Stadium,Abu Dhabi,England,Pakistan,England,bat,England,5,0,normal,KP Pietersen
531982,2011,2011-10-11,Shere Bangla National Stadium,Mirpur,Bangladesh,West Indies,Bangladesh,field,Bangladesh,0,3,normal,Mushfiqur Rahim
533272,2012,2012-09-18,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,Zimbabwe,Zimbabwe,field,Sri Lanka,82,0,normal,BAW Mendis
533273,2012,2012-09-19,R Premadasa Stadium,Colombo,Australia,Ireland,Ireland,bat,Australia,0,7,normal,SR Watson
533275,2012,2012-09-20,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,South Africa,Zimbabwe,South Africa,field,South Africa,0,10,normal,JH Kallis
533276,2012,2012-09-21,Pallekele International Cricket Stadium,Unknown,Bangladesh,New Zealand,Bangladesh,field,New Zealand,59,0,normal,BB McCullum
533278,2012,2012-09-22,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",Hambantota,Sri Lanka,South Africa,Sri Lanka,field,South Africa,32,0,normal,AB de Villiers
533279,2012,2012-09-22,R Premadasa Stadium,Colombo,Australia,West Indies,West Indies,bat,Australia,17,0,normal,SR Watson
533280,2012,2012-09-23,Pallekele International Cricket Stadium,Unknown,New Zealand,Pakistan,Pakistan,bat,Pakistan,13,0,normal,Nasir Jamshed
533281,2012,2012-09-23,R Premadasa Stadium,Colombo,England,India,England,field,India,90,0,normal,Harbhajan Singh
533282,2012,2012-09-24,R Premadasa Stadium,Colombo,Ireland,West Indies,West Indies,field,,0,0,no result,
533283,2012,2012-09-25,Pallekele International Cricket Stadium,Unknown,Bangladesh,Pakistan,Bangladesh,bat,Pakistan,0,8,normal,Imran Nazir
533284,2012,2012-09-27,Pallekele International Cricket Stadium,Unknown,Sri Lanka,New Zealand,New Zealand,bat,,0,0,tie,TM Dilshan
533285,2012,2012-09-27,Pallekele International Cricket Stadium,Unknown,England,West Indies,West Indies,bat,West Indies,15,0,normal,J Charles
533286,2012,2012-09-28,R Premadasa Stadium,Colombo,Pakistan,South Africa,South Africa,bat,Pakistan,0,2,normal,Umar Gul
533287,2012,2012-09-28,R Premadasa Stadium,Colombo,Australia,India,India,bat,Australia,0,9,normal,SR Watson
533288,2012,2012-09-29,Pallekele International Cricket Stadium,Unknown,England,New Zealand,New Zealand,bat,England,0,6,normal,LJ Wright
533289,2012,2012-09-29,Pallekele International Cricket Stadium,Unknown,Sri Lanka,West Indies,West Indies,bat,Sri Lanka,0,9,normal,DPMD Jayawardene
533290,2012,2012-09-30,R Premadasa Stadium,Colombo,Australia,South Africa,Australia,field,Australia,0,8,normal,SR Watson
533291,2012,2012-09-30,R Premadasa Stadium,Colombo,India,Pakistan,Pakistan,bat,India,0,8,normal,V Kohli
533292,2012,2012-10-01,Pallekele International Cricket Stadium,Unknown,New Zealand,West Indies,New Zealand,field,,0,0,tie,SP Narine
533293,2012,2012-10-01,Pallekele International Cricket Stadium,Unknown,Sri Lanka,England,England,field,Sri Lanka,19,0,normal,SL Malinga
533294,2012,2012-10-02,R Premadasa Stadium,Colombo,Australia,Pakistan,Australia,field,Pakistan,32,0,normal,Raza Hasan
533295,2012,2012-10-02,R Premadasa Stadium,Colombo,India,South Africa,South Africa,field,India,1,0,normal,Yuvraj Singh
533296,2012,2012-10-04,R Premadasa Stadium,Colombo,Sri Lanka,Pakistan,Sri Lanka,bat,Sri Lanka,16,0,normal,DPMD Jayawardene
533297,2012,2012-10-05,R Premadasa Stadium,Colombo,Australia,West Indies,West Indies,bat,West Indies,74,0,normal,CH Gayle
533298,2012,2012-10-07,R Premadasa Stadium,Colombo,Sri Lanka,West Indies,West Indies,bat,West Indies,36,0,normal,MN Samuels
533299,2012,2012-09-26,Galle International Stadium,Unknown,Sri Lanka,South Africa,South Africa,field,South Africa,0,6,normal,T Chetty
533300,2012,2012-09-26,Galle International Stadium,Unknown,New Zealand,West Indies,West Indies,field,West Indies,0,7,normal,DJS Dottin
533301,2012,2012-09-27,Galle International Stadium,Unknown,England,Pakistan,Pakistan,field,England,43,0,normal,LA Marsh
533302,2012,2012-09-27,Galle International Stadium,Unknown,Australia,India,India,bat,Australia,0,8,normal,EA Osborne
533303,2012,2012-09-28,Galle International Stadium,Unknown,New Zealand,South Africa,South Africa,field,New Zealand,22,0,normal,SFM Devine
533304,2012,2012-09-28,Galle International Stadium,Unknown,Sri Lanka,West Indies,West Indies,field,Sri Lanka,5,0,normal,CR Seneviratna
533305,2012,2012-09-29,Galle International Stadium,Unknown,Australia,Pakistan,Australia,bat,Australia,25,0,normal,JE Cameron
533306,2012,2012-09-29,Galle International Stadium,Unknown,England,India,India,bat,England,0,9,normal,CM Edwards
533307,2012,2012-09-30,Galle International Stadium,Unknown,South Africa,West Indies,West Indies,field,West Indies,0,10,normal,SR Taylor
533308,2012,2012-09-30,Galle International Stadium,Unknown,Sri Lanka,New Zealand,Sri Lanka,bat,New Zealand,0,8,normal,SJ McGlashan
533309,2012,2012-10-01,Galle International Stadium,Unknown,India,Pakistan,Pakistan,bat,Pakistan,1,0,normal,Nida Dar
533310,2012,2012-10-01,Galle International Stadium,Unknown,Australia,England,Australia,bat,England,0,7,normal,SJ Taylor
533311,2012,2012-10-04,R Premadasa Stadium,Colombo,England,New Zealand,England,field,England,0,7,normal,CM Edwards
